Name,Surname,Age,Gender,Daily Hours in Game,Game,Rating,Country
Adrian,Robinson,17,Male,3.4,Titanfall 2,1,Vatican City
Jannis,Williams,14,Male,3.1,FIFA 97[p],3,Denmark
Jannis,Brown,20,Male,3.5,Wing Commander Arena,4,China
Anton,Cook,18,Male,3.1,Hi-Octane,2,Ukraine
Fabian,Walker,17,Male,3.0,The Sims 3: University Life,4,Romania
Luna,Johnson,18,Female,3.6,The Sims,3,Uzbekistan
Valentin,Anderson,14,Male,3.3,FIFA 99,4,Portugal
Hannes,Evans,16,Male,3.3,Ghosthunter[i],4,Russia
Liam,Nguyen,35,Male,4.0,DeathSpank: Thongs of Virtue,4,Russia
Paul,Nguyen,16,Male,4.0,Namco Museum 50th Anniversary[m],4,Russia
Julian,Morales,17,Male,3.1,NHL 07,3,Russia
Andreas,Stewart,19,Male,3.7,Need for Speed: Carbon,3,Belgium
Rafael,Walker,19,Male,3.1,The Need for Speed,4,Italy
Harper,Ramirez,20,Female,3.8,FIFA 10,3,Croatia
Nicolas,Nelson,14,Male,3.1,Superbike 2000,3,Liechtenstein
Leonard,Wilson,15,Male,3.2,World Cup 98,3,United States
Emilio,Martinez,15,Male,3.7,Madden NFL 25,4,Russia
Leander,Miller,17,Male,3.9,NASCAR 2001,3,Romania
Leonard,Adams,18,Male,4.0,Bundesliga 99,4,Moldova
Dominik,Reyes,59,Male,4.0,Theme Park World,3,Monaco
Maximilian,Moore,49,Male,3.5,The Sims 4: Get Together,3,Switzerland
Simon,Martin,14,Male,3.0,Ninja Reflex,4,China
Delilah,Martinez,13,Female,3.2,Outdoorsman Mania,4,Russia
Hannes,Clark,14,Male,3.0,NHL 97,4,Uzbekistan
Simon,Perez,18,Male,3.2,Tomahawk,4,Russia
Maximilian,Morris,17,Male,3.2,Majestic,4,Romania
Benedikt,Robinson,14,Male,3.1,The Sims 4: High School Years,1,Uzbekistan
Andreas,Torres,49,Male,3.3,Global Operations,3,United States
Leon,Harris,14,Male,3.0,EA FC 24,4,Romania
Jonah,Rogers,67,Male,3.2,Team USA Basketball,4,China
Benedikt,Clark,10,Male,3.6,Madden NFL 21,3,Russia
Tom,Moore,38,Male,3.4,Battlefield 1942: Deluxe Edition,4,Austria
Vincent,Nelson,10,Male,3.0,Real Racing 3,3,Serbia
Noah,Jackson,14,Male,3.7,Tiger Woods PGA Tour 2004,3,Monaco
Sam,Williams,16,Male,3.0,Rugby 06,4,North Macedonia
Peter,Hall,14,Male,3.6,The F.A. Premier League Stars 2001,3,San Marino
Gustav,White,15,Male,4.0,Create,3,Poland
Paul,Allen,14,Male,3.5,"Need for Speed: Special Edition, The",4,United States
Hannah,Morales,14,Male,3.6,The Beatles: Rock Band,3,Denmark
Gustav,Jackson,16,Male,3.0,Golden Oldies Volume 1: Computer Software Classics,4,Serbia
Sebastian,Evans,17,Male,3.2,GoldenEye: Rogue Agent,2,Monaco
Jan,Anderson,46,Male,3.4,Knockout Kings 2003,3,Russia
Liam,Peterson,17,Male,3.5,The Seven Cities of Gold,5,Monaco
Luca,Mitchell,57,Male,4.0,Rugby 2005,1,United States
Antonio,Hernandez,46,Male,3.5,Wing Commander IV: The Price of Freedom,4,Lithuania
Roman,Flores,16,Male,3.3,Sesame Street: Get Set to Learn,3,Cyprus
Vincent,Nguyen,19,Male,3.6,Darklight Conflict,3,Portugal
Enzo,Gonzalez,30,Male,3.4,Hasbro Family Game Night 4: The Game Show,1,Switzerland
Stefan,Hall,16,Male,3.9,The Sims 4: Cats & Dogs,1,Russia
Jacob,Smith,16,Male,3.4,The Sims 2: Pets,5,Serbia
Julia,Cooper,16,Female,3.4,FIFA 10,4,Ukraine
Hannah,Campbell,13,Male,4.0,The Lord of the Rings: The Battle for Middle-earth II: The Rise of the Witch-king,4,United States
Hugo,Stewart,17,Male,3.2,Need for Speed: Undercover,3,Slovakia
Marvin,Wilson,14,Male,3.3,F-117 Night Storm,5,Finland
Kevin,Gonzalez,15,Male,3.2,Tomahawk,2,China
Nicolas,Lee,16,Male,3.8,Triple Play 97,4,Russia
Ethan,Gomez,14,Male,3.9,SSX,4,Moldova
Gustav,Gonzalez,16,Male,3.4,007: Nightfire,2,Cyprus
Florian,Perez,16,Male,3.4,F1 Career Challenge,2,Russia
Alex,Williams,16,Male,3.2,The Sims 4: Parenthood,3,Russia
Emanuel,Jones,15,Male,3.0,Battlefield Hardline,4,China
Markus,Cook,15,Male,3.3,The Sims 3: Island Paradise,5,Latvia
Bruno,Edwards,16,Male,3.2,NASCAR 2001,3,Slovakia
Elias,Adams,14,Male,3.3,FIFA 99,3,Lithuania
Michael,Ortiz,17,Male,3.8,Need for Speed: Undercover,3,Vatican City
Stefan,Mitchell,18,Male,4.0,Fire King,2,Portugal
Maksim,Ortiz,17,Male,3.5,The Sims 4: Get Famous,4,United States
Valentin,King,69,Male,3.8,Tiger Woods PGA Tour 08,3,Ukraine
Richard,Scott,13,Male,3.5,Need for Speed: Underground,4,Andorra
Dominic,Reyes,18,Male,3.7,The Need for Speed,4,Vatican City
Lukas,Gutierrez,15,Male,4.0,The Sims 3: University Life,3,San Marino
Christian,Morales,17,Male,3.0,Dante's Inferno,4,Luxembourg
Dominic,Stewart,15,Male,3.0,The Sims 4: Get Together,3,Kyrgyzstan
Elias,Williams,13,Male,4.0,Skyfox,4,Montenegro
Marco,Bailey,14,Male,3.5,NASCAR 2005: Chase for the Cup,3,Russia
Adrian,Hill,18,Male,3.0,Electronic Arts Top Ten Blue,3,Lithuania
Emilio,Wilson,16,Male,3.4,FIFA Street 3,3,China
Morgan,Murphy,12,Female,3.9,Freedom Fighters,3,Spain
Juliette,Perez,13,Female,3.0,Mario Andretti Racing,3,San Marino
Amber,Garcia,15,Female,3.4,SimAnimals Africa,3,Slovakia
Leonard,Peterson,13,Male,3.0,Rock Band,4,Slovakia
Emilio,Green,16,Male,3.5,It Takes Two,4,Czech Republic
Malte,Lewis,16,Male,3.5,The Seven Cities of Gold,1,Romania
Fabio,Kelly,14,Male,4.0,Battlefield Vietnam,4,United States
Malte,Howard,16,Male,3.0,Madden NFL 15,2,Romania
Elias,Thomas,13,Male,3.3,The Secret Life of Pets Unleashed,3,Albania
Fabio,Morgan,18,Male,3.8,Archon: The Light and the Dark,3,Norway
Morgan,King,14,Female,3.0,Tiger Woods PGA Tour 12,3,Poland
Luca,Jackson,18,Male,3.5,Medal of Honor: Airborne,3,Andorra
Julian,Lee,15,Male,3.8,Grand Slam Tennis 2,3,Slovenia
Fabian,Wright,17,Male,3.4,Madden NFL 24,3,Vatican City
Alex,Morris,14,Male,3.6,Madden NFL 99,3,Bosnia and Herzegovina
Dylan,Jones,15,Male,4.0,Sword of Sodan,3,San Marino
Julius,Gonzalez,14,Male,3.6,The Sims,4,Montenegro
Adrian,White,64,Male,3.4,Rolo to the Rescue,3,Slovenia
Rebecca,Carter,17,Female,3.0,The Sims 4: Cats & Dogs,2,Slovakia
Elias,Wright,13,Male,3.9,The Sims 2: Pets,4,Portugal
Sofia,Murphy,19,Female,4.0,Wild Hearts,3,Norway
Isla,Kelly,15,Female,3.3,Bill Walsh College Football,3,United States
Emily,Evans,18,Female,3.0,Budokan: The Martial Spirit,3,Monaco
Elias,Brown,14,Male,3.3,Best of EA Sports,4,United States
Jonas,Jones,16,Male,3.0,NFL Head Coach 09,3,China
Tim,Collins,15,Male,3.9,Yogify,3,Estonia
Tim,Turner,16,Male,3.6,WarFriends,4,Belarus
Florian,Collins,13,Male,3.5,Sid Meier's Alpha Centauri,4,Ukraine
Valentin,Davis,16,Male,4.0,NBA Live 99,3,Netherlands
Leonardo,Sanchez,20,Male,3.4,Madden NFL 17,4,Kazakhstan
Aaron,Campbell,16,Male,3.5,The Godfather: The Game,4,Slovenia
Fabio,Adams,14,Male,3.8,Madden NFL 2002,4,Russia
Hazel,Diaz,13,Female,3.8,Majestic,3,Tajikistan
Valentin,Lewis,17,Male,3.9,NFL Tour,4,Estonia
Luna,Thomas,17,Female,3.1,NCAA Football 2005,3,Serbia
Fabian,Parker,17,Male,4.0,FIFA 14,5,China
Markus,Rivera,19,Male,3.0,Need for Speed II: Special Edition,4,Slovenia
Jannik,Phillips,12,Male,3.9,Jane's Combat Simulations: AH-64D Longbow: Flash Point Korea,3,Norway
Louis,Stewart,14,Male,3.7,Pogo Games,5,Norway
Vanessa,Nelson,18,Female,3.1,The Sims 4: Outdoor Retreat,3,Kazakhstan
Filip,Lewis,14,Male,3.3,Madden NFL 08,4,Malta
Christian,Garcia,16,Male,4.0,Rampart,3,Russia
Nathan,Martin,15,Male,3.0,SimCity Deluxe,1,Russia
Eva,Reed,14,Female,3.7,Need for Speed II,5,Bulgaria
Ethan,Peterson,18,Male,3.6,SSX: Out of Bounds,3,Czech Republic
Madison,Scott,16,Female,3.3,Aquarium,4,Spain
Louis,Roberts,16,Male,3.9,The Sims 4: Eco Lifestyle,3,Sweden
Valentin,Nguyen,31,Male,3.4,Archon: The Light and the Dark,5,Austria
Jonah,Gonzalez,15,Male,3.9,F1 Challenge '99-'02,4,Spain
Erik,Thompson,14,Male,3.7,PGA Tour 96,4,North Macedonia
Gustav,Jackson,66,Male,4.0,Skate or Die!,3,Finland
Alexander,Campbell,16,Male,3.0,Lords of Conquest,3,Uzbekistan
Ava,Scott,16,Female,3.9,The Sims 2,5,Luxembourg
Sebastian,Garcia,16,Male,3.4,FIFA 13,4,Vatican City
Florian,Murphy,17,Male,3.2,FIFA Street 2,2,United States
Marius,Phillips,15,Male,4.0,Iron Force,3,Greece
Emanuel,Anderson,18,Male,3.0,Wasteland,3,Denmark
Roman,Bailey,16,Male,3.7,688 Attack Sub,3,Slovenia
Sam,Lee,15,Male,3.2,NASCAR Thunder 2004,1,Ukraine
Jannis,Cruz,16,Male,4.0,NBA Street Online 2,4,Portugal
Olivia,Rodriguez,17,Female,3.0,The Lord of the Rings: The Battle for Middle-earth II,4,United States
Olivia,Collins,15,Female,4.0,Questmaster I: The Prism of Heheutotol,3,China
Lydia,Jones,10,Female,3.3,FIFA 22,3,Monaco
Levin,Rodriguez,18,Male,3.0,Dungeon Keeper 2,3,China
Leon,Gonzalez,15,Male,4.0,FIFA 18,3,Russia
Aaron,Williams,70,Male,4.0,Heroes of the 357th,4,Italy
Gustav,Bailey,13,Male,3.2,Theme Aquarium,4,Serbia
Peter,Hernandez,48,Male,3.8,Madden NFL 22,3,Germany
Sebastian,Taylor,15,Male,4.0,Knockout Kings,3,Portugal
Isabel,Murphy,18,Female,4.0,Play the Games Vol. 1,4,Uzbekistan
Maximilian,Harris,20,Male,3.5,Mass Effect Infiltrator,3,Latvia
Finn,King,16,Male,3.3,Battle Copters,4,United States
Christian,Baker,15,Male,4.0,NBA Live 2005,4,Finland
Henry,Walker,18,Male,3.0,Rugby 08,3,Luxembourg
Nikolai,Hill,13,Male,4.0,NASCAR 08,4,San Marino
Bella,Morris,18,Female,3.1,ReBoot,2,Netherlands
Leia,Diaz,12,Female,3.1,NHL 98,1,United Kingdom
Luca,Miller,15,Male,3.9,SimCity 4: Rush Hour,3,Switzerland
Rose,Garcia,17,Female,3.2,Jungle Strike,3,Germany
David,Stewart,14,Male,4.0,Crusader: No Regret,4,Latvia
Emil,Robinson,12,Male,3.5,The Sims 4: Island Living,4,Poland
Lars,Flores,44,Male,4.0,Madden NFL '94,2,Switzerland
Jonas,White,16,Male,3.4,Battle Copters,5,Russia
Anton,Brown,13,Male,3.9,Battlefield 2: Modern Combat,3,United Kingdom
Leopold,Thompson,17,Male,3.3,Untitled Black Panther game,1,Denmark
Nicolas,Turner,53,Male,3.7,Triple Play 2002,4,Cyprus
Emanuel,Turner,14,Male,3.2,FIFA 22,3,Liechtenstein
Erik,Rivera,60,Male,3.0,NBA Street Homecourt,3,Moldova
Elias,Ramos,18,Male,3.5,FIFA 10,4,Netherlands
Matteo,Morgan,18,Male,3.9,Need for Speed: Porsche Unleashed,3,Belgium
Luca,Turner,14,Male,3.0,3D Atlas,4,Latvia
Nico,Green,13,Male,3.8,NHL 09,4,Finland
Malte,Green,13,Male,3.9,Game Over II[a],4,Cyprus
Jonas,Jackson,17,Male,3.0,Tiger Woods PGA Tour 10,3,Kazakhstan
Tim,Allen,17,Male,3.6,FIFA International Soccer,1,Moldova
Benjamin,Stewart,14,Male,4.0,Panzer Battles,4,Kazakhstan
Victoria,Clark,14,Female,4.0,Darkspore,3,Vatican City
Oskar,Wilson,19,Male,3.7,Ferrari Formula One,3,Spain
Christian,Carter,13,Male,3.7,Ultima Online: Lord Blackthorn's Revenge,3,Portugal
Marcel,Murphy,13,Male,3.7,World Cup 98,3,Russia
Leander,Smith,16,Male,3.7,FIFA Street,4,Tajikistan
Erik,Stewart,20,Male,3.5,Battlefield 2042,4,Russia
Alicia,Edwards,15,Female,3.5,Mass Effect: Andromeda,3,Monaco
Tom,Hall,14,Male,3.0,Beetle Adventure Racing!,1,China
Emanuel,Kelly,17,Male,3.2,Harry Potter and the Order of the Phoenix,4,Denmark
Zoe,Robinson,15,Female,3.0,Madden NFL 10,3,Croatia
Aria,Hill,15,Female,4.0,Superman Returns,3,Poland
Eva,Green,15,Female,3.6,NHL 2004,2,Spain
Aaron,King,16,Male,3.1,Harry Potter: Quidditch World Cup,4,Switzerland
Gabriel,Anderson,15,Male,4.0,Earl Weaver Baseball,3,Slovenia
Daniela,Howard,15,Female,4.0,Need for Speed: Carbon,4,Kyrgyzstan
Lucia,Harris,14,Female,3.2,Warhammer Online: Age of Reckoning,5,China
Filip,Evans,15,Male,4.0,The Sims 3: Ambitions,5,Ukraine
Stefan,Allen,18,Male,3.4,SNOOD,1,Slovakia
Florian,Gomez,13,Male,3.8,NBA Jam,3,Moldova
Erik,Gomez,20,Male,3.6,Madden NFL 06,4,Austria
Valentin,Kelly,15,Male,3.7,MVP Baseball 2004,3,Moldova
Alexander,Young,47,Male,4.0,Battlefield 2: Modern Combat,4,Slovenia
Nikolai,Roberts,12,Male,3.0,Tiger Woods PGA Tour 11,3,Turkey
Jonah,Parker,15,Male,3.4,Legacy of the Ancients,4,Bulgaria
Fabio,Ramirez,17,Male,3.5,Command & Conquer Remastered Collection,3,Serbia
Peter,Diaz,15,Male,3.5,Relentless: Twinsen's Adventure,4,Uzbekistan
Fabian,Howard,17,Male,3.4,Star Wars Jedi: Fallen Order,3,Romania
Jonathan,Campbell,10,Male,4.0,Bill Walsh College Football,4,Malta
Liam,Martin,16,Male,3.3,The Sims 3: Pets,3,Turkey
Dominic,Walker,14,Male,3.2,NBA Live 15,4,United States
Julien,Baker,19,Male,3.0,F1 2002,1,United States
Philipp,Roberts,18,Male,3.3,Burnout Crash!,4,Kazakhstan
Fabian,Gomez,18,Male,4.0,Game Over II[a],4,Slovakia
Alfred,Rogers,14,Male,3.6,NBA Street Homecourt,1,United Kingdom
Vincent,Scott,15,Male,4.0,Plants vs. Zombies: Battle for Neighborville,4,Russia
Nora,Wright,17,Female,3.3,Skyfox,5,Sweden
Aurora,Hall,16,Female,4.0,F1 2001,4,Malta
Benjamin,Martinez,13,Male,3.3,Fight Night 2004,4,Andorra
Florian,Evans,17,Male,3.0,Mobil 1 British Rally Championship,3,Monaco
Tim,Thomas,16,Male,3.7,NCAA Football 2003,1,United States
Poppy,Cooper,13,Female,4.0,NCAA Football 13,3,Romania
Leonardo,Cooper,15,Male,3.0,Zany Golf,3,Kazakhstan
Benedikt,Nelson,44,Male,3.2,Super Mega Baseball 4,3,Bosnia and Herzegovina
Tom,Evans,16,Male,3.2,Wing Commander: Armada,3,Romania
Liam,Lewis,16,Male,3.6,Theme Park,3,Turkmenistan
Jade,Morris,18,Female,3.1,Madden NFL 24,4,Finland
Finn,Evans,15,Male,3.7,Risky Woods,3,Poland
Tommy,Martinez,14,Male,3.0,Madden NFL 12,4,Bulgaria
Hannah,Walker,20,Female,3.5,Untitled Mass Effect game,4,Romania
Isabelle,Wilson,15,Female,3.5,Rock Band 3,3,Russia
Mila,Perez,13,Female,3.6,The Sims 4: Eco Lifestyle,3,China
Holly,Clark,16,Female,3.0,SimCity 4 Deluxe Edition,3,Turkey
Enzo,Howard,16,Male,3.2,Tony La Russa Baseball,4,Vatican City
Jannik,Johnson,17,Male,3.6,Hard Nova,3,Austria
Peter,Brown,20,Male,3.6,SSX on Tour,3,Latvia
Noah,Cook,17,Male,3.8,Cel Damage,4,Luxembourg
Fabian,Martin,16,Male,3.2,Pinball Construction Set,3,San Marino
Dylan,Miller,16,Male,3.2,The Sims 4: Snowy Escape,3,Netherlands
Jonathan,Collins,14,Male,3.9,Battlefield Vietnam,3,France
Florian,Harris,14,Male,4.0,Rushdown,4,Slovakia
Hannah,Wright,18,Male,4.0,Syndicate,4,Belgium
Oskar,Miller,20,Male,3.2,Peggle Blast,4,Estonia
Holly,Ramirez,18,Female,3.0,Harry Potter and the Chamber of Secrets,3,San Marino
Julian,Gomez,13,Male,3.1,Dragon Age: Origins,1,Romania
Tobias,Bailey,44,Male,3.0,Namco Museum 50th Anniversary[m],4,Denmark
Philipp,Baker,18,Male,3.0,Superman Returns,5,Kazakhstan
Ayla,Morris,16,Female,3.9,Madden NFL 16,4,United States
Kilian,Nelson,53,Male,3.7,FaceBreaker,3,Greece
Elias,Collins,13,Male,3.7,Front Office Football 2001,3,China
Aaron,Parker,18,Male,3.7,Madden NFL 06,3,China
Georgia,Nelson,18,Female,4.0,Madden NFL 2004,3,Iceland
Antonio,Reed,16,Male,3.4,Madden NFL 10,4,Bulgaria
Mario,Reyes,15,Male,4.0,F1 2000,3,Russia
Emil,Cruz,15,Male,3.0,NHL 16,3,Bulgaria
Benedikt,Hernandez,17,Male,3.6,The Sims Bustin' Out,4,Russia
Fabio,Howard,15,Male,3.4,Patton Versus Rommel,3,Portugal
Nicolas,Moore,16,Male,3.0,NCAA Football 10,3,Bosnia and Herzegovina
Benjamin,Hall,15,Male,3.2,Need for Speed: ProStreet,4,Slovenia
Emilio,Thompson,18,Male,3.3,The Urbz: Sims in the City,1,Sweden
Elias,Gutierrez,15,Male,3.7,The Sims 4: For Rent,4,United States
Tim,Scott,18,Male,3.9,NHL 98,4,Serbia
Maksim,Phillips,15,Male,3.8,SSX: Out of Bounds,3,Spain
Maximilian,Rivera,17,Male,3.1,Timothy Leary's Mind Mirror,4,Luxembourg
Sam,Lopez,16,Male,4.0,The Orange Box,3,China
Mateo,Nelson,13,Male,3.8,Army of Two: The 40th Day,4,China
Poppy,Kelly,17,Female,3.3,Ski or Die,4,Spain
Erik,Baker,49,Male,3.0,Burnout Dominator,1,Slovenia
Marco,Sanchez,17,Male,3.2,Freedom Fighters,3,Spain
Gabriel,Adams,12,Male,3.4,Burnout Crash!,3,Romania
Vanessa,Rivera,15,Female,4.0,Need for Speed Unbound,5,Norway
Jakob,Howard,19,Male,4.0,Bundesliga 99,3,Spain
Charlotte,Turner,15,Female,4.0,Super Boulder Dash,3,United States
Nicolas,Allen,14,Male,3.2,Zany Golf,5,Russia
Jan,Roberts,53,Male,4.0,Medal of Honor: Airborne,3,Monaco
Lucas,Nelson,18,Male,3.7,Mercenaries 2: World in Flames,4,United States
Lars,Murphy,15,Male,4.0,EA Sports Active 2,4,Kyrgyzstan
Jonathan,Cook,18,Male,3.7,CLUE: Unravel the Clues and Crack the Case,5,Moldova
Elias,Ramirez,16,Male,3.9,Medal of Honor: Underground,4,North Macedonia
Luca,Parker,16,Male,3.6,Bundesliga 99,4,Cyprus
Phoebe,Cruz,14,Female,3.0,FIFA 06,4,Latvia
Valentin,Sanchez,15,Male,3.2,EA Sports WRC,4,United States
Nicolas,Cook,16,Male,3.6,Dead Space 3,1,San Marino
Nicolas,Turner,13,Male,4.0,Triple Play 2002,1,Russia
Raphael,Green,12,Male,3.9,Need for Speed: Hot Pursuit,5,Netherlands
Dylan,Carter,50,Male,3.0,Real Racing 3,1,Russia
Hugo,Cooper,18,Male,3.6,Jane's Combat Simulations: AH-64D Longbow: Flash Point Korea,4,United States
Robin,Evans,15,Male,3.7,Medal of Honor: Rising Sun,3,Estonia
Lukas,White,17,Male,4.0,Battlefield 3,4,Portugal
Emanuel,Adams,16,Male,3.0,NHL 98,3,Poland
Emanuel,Ramirez,18,Male,3.9,Rugby 2004,4,Slovenia
Fabian,Ramirez,17,Male,4.0,MVP Baseball 2005,4,Monaco
David,Allen,14,Male,4.0,Madden NFL 08,4,United States
Milo,Gomez,16,Male,4.0,Burnout Crash!,3,Slovakia
Lennard,Gomez,15,Male,3.8,Need for Speed: Undercover,3,Tajikistan
Lars,Cruz,16,Male,4.0,Tiger Woods PGA Tour 2003,4,Andorra
Layla,Stewart,14,Female,3.0,The Sims 3: Showtime,1,Romania
Aria,Reed,19,Female,3.0,The Sims 3: Supernatural,5,Croatia
Ethan,Gonzalez,16,Male,3.7,Star Wars: Squadrons,4,Serbia
Daniel,Wright,18,Male,4.0,The Sims 4: Get Together,2,China
Jonah,Bailey,15,Male,3.0,Instant Music,4,Germany
Fabian,Flores,17,Male,3.7,Kasparov's Gambit,4,Switzerland
Delilah,Ramos,17,Female,3.2,Madden NFL 07,3,China
Jan,Cruz,16,Male,3.2,Lost in Random,4,Sweden
Louis,Torres,14,Male,4.0,Twin Calibre: 688 Attack Sub + Chuck Yeager's Air Combat,3,Norway
Leah,Williams,16,Female,3.8,Hasbro Family Game Night,4,Sweden
Esme,Allen,12,Female,4.0,Lost in Random,3,Norway
Liam,Robinson,16,Male,3.0,The Essential Selection: Sport,2,China
Lars,Allen,13,Male,3.0,Shank,4,United States
Leonardo,Sanchez,18,Male,3.5,G.I. Joe: The Rise of Cobra,4,Italy
Leopold,Rodriguez,13,Male,4.0,FIFA Street,4,Russia
Jannik,Young,12,Male,3.3,FIFA 09,3,Monaco
Paige,Evans,55,Female,3.8,Harry Potter and the Half-Blood Prince,2,Russia
Alexander,Cook,19,Male,3.3,EA Sports Active 2,4,Greece
Eloise,Reed,12,Female,3.8,Theme Hospital,3,Romania
Milo,Kelly,17,Male,3.7,Command & Conquer: Red Alert 3,3,Romania
Lennard,Reed,17,Male,3.5,Rocket Arena,3,Norway
Jasper,White,52,Male,4.0,Battle Chess II: Chinese Chess,4,Sweden
Elias,Kelly,18,Male,3.0,Majestic: Special Edition,5,Switzerland
Clara,Reed,32,Female,3.1,EA FC 24,4,Russia
Dylan,Mitchell,36,Male,3.3,Populous: The Promised Lands,4,Albania
Jonas,Anderson,17,Male,3.7,MySims Agents,4,Slovakia
Bastian,Perez,16,Male,3.8,The Sims 4,2,Russia
Fabian,Hernandez,18,Male,3.4,NBA Live 97,3,Liechtenstein
Emil,Stewart,13,Male,3.9,Skate,3,Turkey
Elias,Sanchez,15,Male,3.0,Fight Night Round 2,3,Iceland
Lennard,Robinson,19,Male,3.7,WCW Mayhem,4,Sweden
Layla,Williams,15,Female,3.0,Medal of Honor: 10th Anniversary Bundle,3,Belgium
Marco,Hernandez,14,Male,4.0,The Sims 4: My Wedding Stories,1,Poland
Gustav,Rogers,16,Male,3.6,Madden NFL 10,3,Switzerland
Vincent,Johnson,55,Male,3.5,FIFA Football 2001,2,Slovakia
Benedikt,Thompson,17,Male,3.0,Harry Potter and the Chamber of Secrets,1,Russia
Benedikt,King,12,Male,3.8,FIFA Street 2,3,China
Maximilian,Stewart,15,Male,3.0,Archon: The Light and the Dark,3,North Macedonia
Lennard,King,17,Male,3.2,The Secret Life of Pets Unleashed,1,Kazakhstan
Fabio,Morris,12,Male,3.8,The Magic Candle II: The Four and Forty,3,Kazakhstan
Noah,Stewart,16,Male,3.1,Madden NFL '96,3,North Macedonia
Grace,Allen,18,Female,3.0,The Sims 4,4,Kazakhstan
Oskar,Williams,17,Male,3.7,Madden NFL 97,2,United States
Natalie,Rogers,16,Female,3.5,Tiger Woods PGA Tour 08,3,Netherlands
Nicolas,Morales,15,Male,3.6,Crysis,4,Serbia
Leopold,Evans,13,Male,3.6,NBA Live 19,4,Ireland
Josephine,Martinez,14,Female,3.3,Theme Park,3,Belgium
Ava,Jackson,16,Female,3.2,NBA Live 15,3,Latvia
Eloise,Gutierrez,17,Female,3.5,Zubo,3,Norway
Sebastian,Adams,17,Male,3.1,Madden NFL 06,3,Portugal
Amelie,Rivera,54,Female,4.0,NASCAR 09,3,Turkmenistan
Lennard,Morales,17,Male,3.1,NHL 18,1,Kyrgyzstan
Liam,Rodriguez,15,Male,4.0,Fight Night 2004,5,China
Jannis,Gutierrez,17,Male,3.9,Auto Destruct,3,Austria
Peter,Morris,11,Male,3.8,One on One: Dr. J vs. Larry Bird,3,United States
Stefan,Williams,13,Male,3.2,FIFA Street 3,4,United Kingdom
Nora,Ramirez,15,Female,3.0,Need for Speed: Undercover,5,United States
Benjamin,Hall,19,Male,3.0,Die Hard Trilogy[q],2,Slovakia
Jonah,King,16,Male,3.0,American McGee's Alice,4,Russia
Nathan,Ramirez,19,Male,3.4,Harry Potter and the Deathly Hallows – Part 1,3,China
Paul,Cook,16,Male,3.0,Star Wars Jedi: Fallen Order,3,Denmark
Tim,Ramirez,13,Male,4.0,Rock Band 3,1,Belarus
Skye,Adams,19,Female,3.6,Marvel Nemesis: Rise of the Imperfects,4,Uzbekistan
Lily,Gutierrez,15,Female,3.0,The Sims 3: Seasons,5,Russia
Kilian,Thompson,14,Male,3.8,Jungle Strike,3,Netherlands
Amelia,Peterson,14,Female,3.6,UEFA Euro 2008,2,Norway
Anton,Lee,16,Male,4.0,Fight Night Round 3,4,Italy
Michael,Miller,11,Male,4.0,Buffy the Vampire Slayer,3,Liechtenstein
Jacob,Campbell,12,Male,3.0,Shift 2: Unleashed,4,North Macedonia
Finn,Mitchell,15,Male,3.7,FIFA International Soccer,4,Italy
Valentin,Torres,17,Male,3.7,Super Mega Baseball 4,4,Iceland
Paul,Jackson,17,Male,4.0,The Secret World,4,Turkmenistan
Christian,Evans,17,Male,3.3,Battlefield Hardline,2,San Marino
Fiona,Garcia,15,Female,3.7,The Seven Cities of Gold,3,Estonia
Gabrielle,Robinson,15,Female,3.4,NBA Jam,4,Finland
David,Stewart,16,Male,3.9,NBA Jam: On Fire Edition,3,United States
Daisy,Morris,62,Female,3.6,Delta Force 2,2,Bulgaria
Ethan,Robinson,14,Male,3.5,F-22 Interceptor,4,Malta
Vincent,Edwards,16,Male,3.0,MySims Agents,4,China
Paul,Phillips,53,Male,3.1,UFC Mobile,4,Greece
Hannah,Bailey,12,Male,3.6,GRID Legends,4,Italy
Lennard,Baker,18,Male,3.4,PGA Tour Golf 486,3,Russia
Gabriel,Rodriguez,14,Male,3.5,FIFA Manager 08,5,Belarus
Emil,Lewis,15,Male,3.4,Harry Potter and the Order of the Phoenix,4,Uzbekistan
Layla,Murphy,17,Female,3.0,The Sims 4: Werewolves,3,China
Sebastian,Murphy,17,Male,4.0,Need for Speed Collector's Series,3,Spain
Lars,Hall,15,Male,3.6,FIFA 08,3,Belarus
Nathan,Walker,21,Male,3.8,The Secret Life of Pets Unleashed,2,Portugal
Dominik,Collins,19,Male,3.4,Auditorium,4,Kazakhstan
Emanuel,Bailey,16,Male,3.2,NBA Jam: On Fire Edition,3,Portugal
Sebastian,Miller,67,Male,3.6,FIFA 14,4,Sweden
Fabio,Ramirez,17,Male,3.7,NHL 95,4,Spain
Amelia,Morgan,17,Female,3.8,Lords of Conquest,4,Sweden
Jakob,Hall,19,Male,4.0,The Sims Bustin' Out,3,Italy
Lars,Flores,15,Male,3.5,Rack 'Em,3,China
Georgia,Baker,14,Female,3.0,Harry Potter and the Chamber of Secrets,4,Andorra
Sebastian,Perez,17,Male,4.0,F1 Championship Season 2000,3,Denmark
Mattias,Martinez,16,Male,3.5,Need for Speed: Carbon,4,Slovenia
Emanuel,Sanchez,14,Male,3.1,The Sims 3: Late Night,3,Lithuania
